obrazek;podle;2D3D;corrAns;zpetnavazba;pauza;opakovani;opakovani_vbloku;blokkonec
AE1S0W0R.png;cervena;2D;right;1;1;0;3;0
AE1Z0R0L.png;cervena;2D;right;1;1;0;3;0
AE1S0W1L.png;cervena;3D;left;1;1;0;3;0
AnE1R1W1L.png;cervena;3D;right;1;1;0;3;0
AnE1L1W0L.png;cervena;3D;left;1;1;0;3;1
AE0S0W0R.png;vy;2D;right;1;1;0;1;0
AE0S1R1L.png;vy;2D;left;1;0;0;1;0
AE1S0W0R.png;vy;3D;right;1;0;0;1;0
AnE1R1W1L.png;vy;3D;right;1;0;0;1;0
AE0Z1W0L.png;vy;3D;left;1;0;0;1;1
AE0S1R0L.png;znacka;2D;left;1;1;0;2;0
AnE1L1W0L.png;znacka;2D;right;1;0;0;2;0
AE0Z1W0L.png;znacka;3D;left;1;0;0;2;0
AE1Z1W1R.png;znacka;3D;left;1;0;0;2;0
AE0Z0W0L.png;znacka;3D;left;1;0;0;2;1
AE0Z0W0L.png;vy;3D;left;0;1;1;1;0
AE1Z1R0L.png;vy;3D;left;0;0;1;1;0
AE0Z0R1L.png;vy;3D;left;0;0;1;1;0
AE0Z1R0R.png;vy;3D;right;0;0;1;1;0
AnE1R1R1L.png;vy;3D;right;0;0;1;1;0
AnE1L0W0L.png;vy;3D;left;0;0;1;1;0
AnE1L0R1R.png;vy;3D;right;0;0;1;1;0
AE0S1W0L.png;vy;3D;left;0;0;1;1;0
AE0Z1R0L.png;vy;3D;left;0;0;1;1;0
AE0S0R1L.png;vy;3D;left;0;0;1;1;0
AE0Z0R0L.png;vy;3D;left;0;0;1;1;0
AE0S1W0R.png;vy;3D;right;0;0;1;1;0
AnE0L1R1R.png;vy;3D;right;0;0;1;1;0
AnE1L1W0L.png;vy;3D;left;0;0;1;1;0
AE0Z1R1L.png;vy;3D;left;0;0;1;1;0
AE1S1R0R.png;vy;3D;right;0;0;1;1;1
AE0Z1W0R.png;znacka;3D;right;0;1;1;2;0
AnE1R1W1R.png;znacka;3D;right;0;0;1;2;0
AnE1R0W0R.png;znacka;3D;right;0;0;1;2;0
AE0S1R0R.png;znacka;3D;right;0;0;1;2;0
AE0Z1R0R.png;znacka;3D;right;0;0;1;2;0
AnE1R1W1L.png;znacka;3D;left;0;0;1;2;0
AE1Z1W1R.png;znacka;3D;right;0;0;1;2;0
AnE0R1W1R.png;znacka;3D;right;0;0;1;2;0
AnE0R1R0R.png;znacka;3D;right;0;0;1;2;0
AnE0R1R1L.png;znacka;3D;left;0;0;1;2;0
AE1Z0W0R.png;znacka;3D;right;0;0;1;2;0
AE1S1R0L.png;znacka;3D;left;0;0;1;2;0
AE1Z1W0L.png;znacka;3D;left;0;0;1;2;0
AE1S0W1L.png;znacka;3D;left;0;0;1;2;0
AnE0L0R0L.png;znacka;3D;right;0;0;1;2;0
AnE0L1W1R.png;znacka;3D;left;0;0;1;2;1
AE1Z1R1R.png;cervena;3D;left;0;1;1;3;0
AE1S0W0L.png;cervena;3D;left;0;0;1;3;0
AE0Z0W0R.png;cervena;3D;right;0;0;1;3;0
AnE1L0W1R.png;cervena;3D;right;0;0;1;3;0
AE0S0R0R.png;cervena;3D;left;0;0;1;3;0
AE1S0W0R.png;cervena;3D;right;0;0;1;3;0
AE1Z0R0L.png;cervena;3D;right;0;0;1;3;0
AE1S0W1L.png;cervena;3D;left;0;0;1;3;0
AE1S0R0R.png;cervena;3D;left;0;0;1;3;0
AE0S1R0R.png;cervena;3D;left;0;0;1;3;0
AnE0L0W0R.png;cervena;3D;right;0;0;1;3;0
AnE1R0W1L.png;cervena;3D;right;0;0;1;3;0
AnE0L0R0L.png;cervena;3D;right;0;0;1;3;0
AnE0L0R1R.png;cervena;3D;left;0;0;1;3;0
AE0S1R0L.png;cervena;3D;right;0;0;1;3;0
AnE1L0W1L.png;cervena;3D;left;0;0;1;3;1
AE1S1R0R.png;znacka;2D;right;0;1;2;1;0
AE0S0W0R.png;znacka;2D;right;0;0;2;1;0
AE0S0R1L.png;znacka;2D;left;0;0;2;1;0
AE0S1R0L.png;znacka;2D;left;0;0;2;1;0
AnE1L1W0L.png;znacka;2D;right;0;0;2;1;0
AE0Z0W0L.png;znacka;2D;left;0;0;2;1;0
AnE0R0R1R.png;znacka;2D;right;0;0;2;1;0
AE1S1W1R.png;znacka;2D;right;0;0;2;1;0
AE0S1W0R.png;znacka;2D;right;0;0;2;1;0
AE0Z0W1R.png;znacka;2D;right;0;0;2;1;0
AnE1L1R0L.png;znacka;2D;right;0;0;2;1;0
AE0S0R0L.png;znacka;2D;left;0;0;2;1;0
AE0S0W1L.png;znacka;2D;left;0;0;2;1;0
AE1Z0W1R.png;znacka;2D;right;0;0;2;1;0
AnE1R0R0R.png;znacka;2D;right;0;0;2;1;0
AE1Z0R1R.png;znacka;2D;right;0;0;2;1;1
AE1Z0R0R.png;cervena;2D;left;0;1;2;2;0
AE1S0R0L.png;cervena;2D;right;0;0;2;2;0
AnE1L0R1R.png;cervena;2D;left;0;0;2;2;0
AnE0L0R0R.png;cervena;2D;left;0;0;2;2;0
AE1S1W0L.png;cervena;2D;left;0;0;2;2;0
AnE0R0W1R.png;cervena;2D;left;0;0;2;2;0
AE0Z1W1L.png;cervena;2D;left;0;0;2;2;0
AnE1L1W0L.png;cervena;2D;left;0;0;2;2;0
AE0S1W1L.png;cervena;2D;left;0;0;2;2;0
AnE1R1W1L.png;cervena;2D;right;0;0;2;2;0
AnE0R0W0R.png;cervena;2D;left;0;0;2;2;0
AE1S1W1R.png;cervena;2D;right;0;0;2;2;0
AE0S1W0L.png;cervena;2D;left;0;0;2;2;0
AE0Z0R1R.png;cervena;2D;left;0;0;2;2;0
AnE0L1R1L.png;cervena;2D;right;0;0;2;2;0
AnE0L1W0R.png;cervena;2D;right;0;0;2;2;1
AE0Z0W1L.png;vy;2D;left;0;1;2;3;0
AnE0R0W0L.png;vy;2D;right;0;0;2;3;0
AE1Z1W0L.png;vy;2D;left;0;0;2;3;0
AE1S0R1R.png;vy;2D;right;0;0;2;3;0
AE0Z0R0R.png;vy;2D;right;0;0;2;3;0
AnE1R1R1R.png;vy;2D;left;0;0;2;3;0
AE0Z0W0R.png;vy;2D;right;0;0;2;3;0
AE1S0W1L.png;vy;2D;left;0;0;2;3;0
AnE0L0R0R.png;vy;2D;right;0;0;2;3;0
AE0Z1W1L.png;vy;2D;left;0;0;2;3;0
AE1Z1R1L.png;vy;2D;left;0;0;2;3;0
AE0Z1W0R.png;vy;2D;right;0;0;2;3;0
AnE1R0R1R.png;vy;2D;left;0;0;2;3;0
AnE1L1R1R.png;vy;2D;right;0;0;2;3;0
AE1Z1W1R.png;vy;2D;right;0;0;2;3;0
AE1Z0R1R.png;vy;2D;right;0;0;2;3;1
AnE1L1W0R.png;cervena;2D;right;0;1;3;1;0
AnE1R1W0R.png;cervena;2D;left;0;0;3;1;0
AnE1R0W1R.png;cervena;2D;left;0;0;3;1;0
AnE0L0W1R.png;cervena;2D;right;0;0;3;1;0
AE1S1R0L.png;cervena;2D;right;0;0;3;1;0
AnE0R1R1L.png;cervena;2D;left;0;0;3;1;0
AE1S0R1L.png;cervena;2D;right;0;0;3;1;0
AE1S0R1R.png;cervena;2D;left;0;0;3;1;0
AE1Z0R1R.png;cervena;2D;left;0;0;3;1;0
AE0Z0W1R.png;cervena;2D;right;0;0;3;1;0
AE1S1W0R.png;cervena;2D;right;0;0;3;1;0
AE0Z0R0R.png;cervena;2D;left;0;0;3;1;0
AnE1R0W0L.png;cervena;2D;right;0;0;3;1;0
AE1S0W1R.png;cervena;2D;right;0;0;3;1;0
AE0Z1R0R.png;cervena;2D;left;0;0;3;1;0
AnE0L1W1R.png;cervena;2D;right;0;0;3;1;1
AE0Z1W1R.png;vy;2D;right;0;1;3;2;0
AnE0L0R1R.png;vy;2D;right;0;0;3;2;0
AnE0R1R0L.png;vy;2D;right;0;0;3;2;0
AnE0R0W0R.png;vy;2D;left;0;0;3;2;0
AnE1R0W0R.png;vy;2D;left;0;0;3;2;0
AnE1L1W1L.png;vy;2D;left;0;0;3;2;0
AE1Z0R0R.png;vy;2D;right;0;0;3;2;0
AE0S0W0R.png;vy;2D;right;0;0;3;2;0
AE0S1R1L.png;vy;2D;left;0;0;3;2;0
AE1S0W0R.png;vy;2D;right;0;0;3;2;0
AE0Z1R1R.png;vy;2D;right;0;0;3;2;0
AE1S1W1L.png;vy;2D;left;0;0;3;2;0
AE1Z1R0R.png;vy;2D;right;0;0;3;2;0
AnE0R1W0L.png;vy;2D;right;0;0;3;2;0
AnE0R0R1R.png;vy;2D;left;0;0;3;2;0
AE0S0W0L.png;vy;2D;left;0;0;3;2;1
AnE1R1W0R.png;znacka;2D;right;0;1;3;3;0
AnE0L1R0L.png;znacka;2D;right;0;0;3;3;0
AnE1L1W1R.png;znacka;2D;left;0;0;3;3;0
AE0Z1R1L.png;znacka;2D;left;0;0;3;3;0
AE1Z0R1L.png;znacka;2D;left;0;0;3;3;0
AnE0R1R1R.png;znacka;2D;right;0;0;3;3;0
AnE0L0R1L.png;znacka;2D;right;0;0;3;3;0
AE0Z0R1R.png;znacka;2D;right;0;0;3;3;0
AE0Z0W1L.png;znacka;2D;left;0;0;3;3;0
AnE1R1R0R.png;znacka;2D;right;0;0;3;3;0
AnE1R1R1R.png;znacka;2D;right;0;0;3;3;0
AE0Z1R1R.png;znacka;2D;right;0;0;3;3;0
AnE1L1W1L.png;znacka;2D;right;0;0;3;3;0
AE0Z1W1R.png;znacka;2D;right;0;0;3;3;0
AE1S1W1L.png;znacka;2D;left;0;0;3;3;0
AnE0L1R0R.png;znacka;2D;left;0;0;3;3;1
AnE0L1R0R.png;vy;3D;right;0;1;4;1;0
AnE0R0R0R.png;vy;3D;left;0;0;4;1;0
AE0S0W1L.png;vy;3D;left;0;0;4;1;0
AE0S0W1R.png;vy;3D;right;0;0;4;1;0
AE1Z0R0L.png;vy;3D;left;0;0;4;1;0
AnE0R1R1L.png;vy;3D;right;0;0;4;1;0
AE0Z0R1R.png;vy;3D;right;0;0;4;1;0
AnE1L0W0R.png;vy;3D;right;0;0;4;1;0
AnE1R1R0L.png;vy;3D;right;0;0;4;1;0
AnE0L1W1R.png;vy;3D;right;0;0;4;1;0
AnE1R0R0R.png;vy;3D;left;0;0;4;1;0
AnE1R1W1R.png;vy;3D;left;0;0;4;1;0
AnE0L1W0R.png;vy;3D;right;0;0;4;1;0
AnE0L0W0L.png;vy;3D;left;0;0;4;1;0
AE1S0R0R.png;vy;3D;right;0;0;4;1;0
AE0S1R0R.png;vy;3D;right;0;0;4;1;1
AE0Z1R0L.png;znacka;3D;left;0;1;4;2;0
AE1S0R1R.png;znacka;3D;right;0;0;4;2;0
AnE0L0W1R.png;znacka;3D;left;0;0;4;2;0
AnE0R0W1L.png;znacka;3D;left;0;0;4;2;0
AE1Z1R0R.png;znacka;3D;right;0;0;4;2;0
AnE1L0R1R.png;znacka;3D;left;0;0;4;2;0
AE0Z0W0R.png;znacka;3D;right;0;0;4;2;0
AnE1L0R0R.png;znacka;3D;left;0;0;4;2;0
AnE0R1W0R.png;znacka;3D;right;0;0;4;2;0
AnE1R0W1R.png;znacka;3D;right;0;0;4;2;0
AE0S1W1R.png;znacka;3D;right;0;0;4;2;0
AnE0L0W0R.png;znacka;3D;left;0;0;4;2;0
AE1S0W0L.png;znacka;3D;left;0;0;4;2;0
AnE0L0R0R.png;znacka;3D;left;0;0;4;2;0
AE0S0W1R.png;znacka;3D;right;0;0;4;2;0
AE1Z0R0L.png;znacka;3D;left;0;0;4;2;1
AE0S1W0R.png;cervena;3D;right;0;1;4;3;0
AnE1R0R0L.png;cervena;3D;left;0;0;4;3;0
AE1Z0W1L.png;cervena;3D;left;0;0;4;3;0
AE1Z1W0R.png;cervena;3D;right;0;0;4;3;0
AE0S1R1R.png;cervena;3D;left;0;0;4;3;0
AE1Z1R0R.png;cervena;3D;left;0;0;4;3;0
AE0S1W1R.png;cervena;3D;right;0;0;4;3;0
AnE0L1W0L.png;cervena;3D;left;0;0;4;3;0
AnE0R1W1R.png;cervena;3D;left;0;0;4;3;0
AnE1R1R0R.png;cervena;3D;right;0;0;4;3;0
AnE0R1W1L.png;cervena;3D;right;0;0;4;3;0
AE1S1R1R.png;cervena;3D;left;0;0;4;3;0
AnE1R0R0R.png;cervena;3D;right;0;0;4;3;0
AE1Z1W1R.png;cervena;3D;right;0;0;4;3;0
AE0S0R1R.png;cervena;3D;left;0;0;4;3;0
AnE1L1R0L.png;cervena;3D;right;0;0;4;3;1
AE0S1R1R.png;vy;2D;right;0;1;5;1;0
AE1Z0R1L.png;vy;2D;left;0;0;5;1;0
AE1Z0W1L.png;vy;2D;left;0;0;5;1;0
AE1S1R1L.png;vy;2D;left;0;0;5;1;0
AnE0R1W1L.png;vy;2D;right;0;0;5;1;0
AnE0L1W0L.png;vy;2D;left;0;0;5;1;0
AE0S1R0L.png;vy;2D;left;0;0;5;1;0
AE0S0R0R.png;vy;2D;right;0;0;5;1;0
AnE0L0W0R.png;vy;2D;right;0;0;5;1;0
AE1S1W1R.png;vy;2D;right;0;0;5;1;0
AE1S1W0R.png;vy;2D;right;0;0;5;1;0
AnE1L1W1R.png;vy;2D;right;0;0;5;1;0
AnE1L1R1L.png;vy;2D;left;0;0;5;1;0
AnE1L1R0R.png;vy;2D;right;0;0;5;1;0
AnE1R0W0L.png;vy;2D;right;0;0;5;1;0
AnE0L0R0L.png;vy;2D;left;0;0;5;1;1
AE0S1W0L.png;znacka;2D;left;0;1;5;2;0
AE1Z1W1L.png;znacka;2D;left;0;0;5;2;0
AnE1R0W0L.png;znacka;2D;left;0;0;5;2;0
AnE1R0R1L.png;znacka;2D;left;0;0;5;2;0
AE0S0W0L.png;znacka;2D;left;0;0;5;2;0
AE0S1W1L.png;znacka;2D;left;0;0;5;2;0
AE0S1R1L.png;znacka;2D;left;0;0;5;2;0
AnE0R1R0L.png;znacka;2D;left;0;0;5;2;0
AnE1R1R0L.png;znacka;2D;left;0;0;5;2;0
AE0S0R1R.png;znacka;2D;right;0;0;5;2;0
AnE0R0W1R.png;znacka;2D;right;0;0;5;2;0
AnE0L1W0L.png;znacka;2D;right;0;0;5;2;0
AE1Z1R0L.png;znacka;2D;left;0;0;5;2;0
AE0Z0R0L.png;znacka;2D;left;0;0;5;2;0
AE1Z0W0L.png;znacka;2D;left;0;0;5;2;0
AnE1L0W0L.png;znacka;2D;right;0;0;5;2;1
AnE1R1R0L.png;cervena;2D;left;0;1;5;3;0
AnE0R0R1L.png;cervena;2D;left;0;0;5;3;0
AE1Z0W0R.png;cervena;2D;right;0;0;5;3;0
AE0S0W0R.png;cervena;2D;right;0;0;5;3;0
AE0Z1W0L.png;cervena;2D;left;0;0;5;3;0
AnE0R0W0L.png;cervena;2D;right;0;0;5;3;0
AnE1R1W0L.png;cervena;2D;right;0;0;5;3;0
AnE0R1W0R.png;cervena;2D;left;0;0;5;3;0
AE0Z1W1R.png;cervena;2D;right;0;0;5;3;0
AnE1R1R1R.png;cervena;2D;right;0;0;5;3;0
AE1Z1R0L.png;cervena;2D;right;0;0;5;3;0
AE1S1R1L.png;cervena;2D;right;0;0;5;3;0
AE0S0W1R.png;cervena;2D;right;0;0;5;3;0
AnE1L1W1R.png;cervena;2D;right;0;0;5;3;0
AE1Z0R1L.png;cervena;2D;right;0;0;5;3;0
AnE0L1R0R.png;cervena;2D;left;0;0;5;3;1
AnE1R0R0L.png;znacka;3D;left;0;1;6;1;0
AnE0R0R0L.png;znacka;3D;left;0;0;6;1;0
AnE0R1W1L.png;znacka;3D;left;0;0;6;1;0
AE1S0R1L.png;znacka;3D;left;0;0;6;1;0
AnE1L1R1R.png;znacka;3D;left;0;0;6;1;0
AE1S0W0R.png;znacka;3D;right;0;0;6;1;0
AE1Z1W0R.png;znacka;3D;right;0;0;6;1;0
AnE0R0R0R.png;znacka;3D;right;0;0;6;1;0
AE1Z0R0R.png;znacka;3D;right;0;0;6;1;0
AnE1L0W1L.png;znacka;3D;right;0;0;6;1;0
AnE1R0W1L.png;znacka;3D;left;0;0;6;1;0
AnE0R0R1L.png;znacka;3D;left;0;0;6;1;0
AnE1R1W0L.png;znacka;3D;left;0;0;6;1;0
AE0Z0R1L.png;znacka;3D;left;0;0;6;1;0
AnE0L0W1L.png;znacka;3D;right;0;0;6;1;0
AnE1L1R0R.png;znacka;3D;left;0;0;6;1;1
AE1Z1W0L.png;cervena;3D;left;0;1;6;2;0
AnE1R0W0R.png;cervena;3D;left;0;0;6;2;0
AE0S0R1L.png;cervena;3D;right;0;0;6;2;0
AE0Z1R0L.png;cervena;3D;right;0;0;6;2;0
AnE0L0R1L.png;cervena;3D;right;0;0;6;2;0
AnE1R0R1L.png;cervena;3D;left;0;0;6;2;0
AnE0L0W0L.png;cervena;3D;left;0;0;6;2;0
AnE0R1R0R.png;cervena;3D;right;0;0;6;2;0
AE0Z0W1L.png;cervena;3D;left;0;0;6;2;0
AnE0R1R0L.png;cervena;3D;left;0;0;6;2;0
AE0S0W0L.png;cervena;3D;left;0;0;6;2;0
AnE1L0R0R.png;cervena;3D;left;0;0;6;2;0
AnE0R0W1L.png;cervena;3D;right;0;0;6;2;0
AnE1L0R1L.png;cervena;3D;right;0;0;6;2;0
AnE0L1W1L.png;cervena;3D;left;0;0;6;2;0
AnE0R1W0L.png;cervena;3D;right;0;0;6;2;1
AnE0L0W1R.png;vy;3D;right;0;1;6;3;0
AnE0R1R0R.png;vy;3D;left;0;0;6;3;0
AnE0R1R1R.png;vy;3D;left;0;0;6;3;0
AE1Z1W0R.png;vy;3D;right;0;0;6;3;0
AnE1R1W0R.png;vy;3D;left;0;0;6;3;0
AnE1L1R0L.png;vy;3D;left;0;0;6;3;0
AE1S0R1L.png;vy;3D;left;0;0;6;3;0
AnE0R0W1R.png;vy;3D;left;0;0;6;3;0
AnE0L0W1L.png;vy;3D;left;0;0;6;3;0
AE1S0R0L.png;vy;3D;left;0;0;6;3;0
AnE1R0W1R.png;vy;3D;left;0;0;6;3;0
AE0S0R0L.png;vy;3D;left;0;0;6;3;0
AnE1L1W0R.png;vy;3D;right;0;0;6;3;0
AnE1L0R1L.png;vy;3D;left;0;0;6;3;0
AnE1R1W0L.png;vy;3D;right;0;0;6;3;0
AE1S1W0L.png;vy;3D;left;0;0;6;3;1
AnE0L1R1R.png;cervena;3D;left;0;1;7;1;0
AnE0L1R0L.png;cervena;3D;right;0;0;7;1;0
AnE0R0R1R.png;cervena;3D;right;0;0;7;1;0
AE0S0W1L.png;cervena;3D;left;0;0;7;1;0
AnE1L0R0L.png;cervena;3D;right;0;0;7;1;0
AE0Z1R1L.png;cervena;3D;right;0;0;7;1;0
AE1S1R0R.png;cervena;3D;left;0;0;7;1;0
AnE1L1W1L.png;cervena;3D;left;0;0;7;1;0
AE1Z0W0L.png;cervena;3D;left;0;0;7;1;0
AE0Z0R1L.png;cervena;3D;right;0;0;7;1;0
AE1S1W1L.png;cervena;3D;left;0;0;7;1;0
AnE1L1R0R.png;cervena;3D;left;0;0;7;1;0
AE0Z1W0R.png;cervena;3D;right;0;0;7;1;0
AE1Z0W1R.png;cervena;3D;right;0;0;7;1;0
AE0Z0W0L.png;cervena;3D;left;0;0;7;1;0
AE1Z1W1L.png;cervena;3D;left;0;0;7;1;1
AnE1R0W1L.png;vy;3D;right;0;1;7;2;0
AE1S1R1R.png;vy;3D;right;0;0;7;2;0
AnE0R1W1R.png;vy;3D;left;0;0;7;2;0
AE0S1W1R.png;vy;3D;right;0;0;7;2;0
AnE1R1W1L.png;vy;3D;right;0;0;7;2;0
AE1Z0W0L.png;vy;3D;left;0;0;7;2;0
AE1Z1W1L.png;vy;3D;left;0;0;7;2;0
AE1Z0W1R.png;vy;3D;right;0;0;7;2;0
AE1S0W1R.png;vy;3D;right;0;0;7;2;0
AnE0R1W0R.png;vy;3D;left;0;0;7;2;0
AE1S1R0L.png;vy;3D;left;0;0;7;2;0
AE0Z0W1R.png;vy;3D;right;0;0;7;2;0
AnE1R0R1L.png;vy;3D;right;0;0;7;2;0
AE1Z0W0R.png;vy;3D;right;0;0;7;2;0
AnE1L0W1R.png;vy;3D;right;0;0;7;2;0
AE0S1W1L.png;vy;3D;left;0;0;7;2;1
AE0S0R0R.png;znacka;3D;right;0;1;7;3;0
AE0Z0R0R.png;znacka;3D;right;0;0;7;3;0
AnE0L1W1L.png;znacka;3D;right;0;0;7;3;0
AE1S0R0R.png;znacka;3D;right;0;0;7;3;0
AE1S1R1L.png;znacka;3D;left;0;0;7;3;0
AnE1L0R1L.png;znacka;3D;right;0;0;7;3;0
AE1S1R1R.png;znacka;3D;right;0;0;7;3;0
AnE0R1W0L.png;znacka;3D;left;0;0;7;3;0
AE1S1W0L.png;znacka;3D;left;0;0;7;3;0
AE1Z1R1L.png;znacka;3D;left;0;0;7;3;0
AE1Z1R1R.png;znacka;3D;right;0;0;7;3;0
AE0Z1W1L.png;znacka;3D;left;0;0;7;3;0
AnE1L0W1R.png;znacka;3D;left;0;0;7;3;0
AnE1R0R1R.png;znacka;3D;right;0;0;7;3;0
AnE0R0W0L.png;znacka;3D;left;0;0;7;3;0
AnE1R1R1L.png;znacka;3D;left;0;0;7;3;1
AnE1L0W0L.png;cervena;2D;left;0;1;8;1;0
AnE1R1R1L.png;cervena;2D;left;0;0;8;1;0
AE0S1R1L.png;cervena;2D;right;0;0;8;1;0
AnE1L1R1R.png;cervena;2D;left;0;0;8;1;0
AnE0R0R0R.png;cervena;2D;right;0;0;8;1;0
AnE1L1R1L.png;cervena;2D;right;0;0;8;1;0
AnE0R0R0L.png;cervena;2D;left;0;0;8;1;0
AE1Z1R1L.png;cervena;2D;right;0;0;8;1;0
AnE1L0W0R.png;cervena;2D;right;0;0;8;1;0
AnE1R0R1R.png;cervena;2D;right;0;0;8;1;0
AE0Z0R0L.png;cervena;2D;right;0;0;8;1;0
AE0S0R0L.png;cervena;2D;right;0;0;8;1;0
AE0Z1R1R.png;cervena;2D;left;0;0;8;1;0
AnE1R1W1R.png;cervena;2D;left;0;0;8;1;0
AnE0R1R1R.png;cervena;2D;right;0;0;8;1;0
AnE0L0W1L.png;cervena;2D;left;0;0;8;1;1
AnE0L1W0R.png;znacka;2D;left;0;1;8;2;0
AE0Z1W0L.png;znacka;2D;left;0;0;8;2;0
AnE1L0W0R.png;znacka;2D;left;0;0;8;2;0
AnE1L0R0L.png;znacka;2D;right;0;0;8;2;0
AnE0R0W0R.png;znacka;2D;right;0;0;8;2;0
AnE0L1R1L.png;znacka;2D;right;0;0;8;2;0
AnE0L1R1R.png;znacka;2D;left;0;0;8;2;0
AE1S0R0L.png;znacka;2D;left;0;0;8;2;0
AnE0L0W0L.png;znacka;2D;right;0;0;8;2;0
AnE1L1R1L.png;znacka;2D;right;0;0;8;2;0
AnE0L0R1R.png;znacka;2D;left;0;0;8;2;0
AE0S1R1R.png;znacka;2D;right;0;0;8;2;0
AE1Z0W1L.png;znacka;2D;left;0;0;8;2;0
AnE1L1W0R.png;znacka;2D;left;0;0;8;2;0
AE1S0W1R.png;znacka;2D;right;0;0;8;2;0
AE1S1W0R.png;znacka;2D;right;0;0;8;2;1
AnE0R0W1L.png;vy;2D;right;0;1;8;3;0
AnE1R0R0L.png;vy;2D;right;0;0;8;3;0
AnE0R0R0L.png;vy;2D;right;0;0;8;3;0
AnE1L0R0R.png;vy;2D;right;0;0;8;3;0
AnE0L0R1L.png;vy;2D;left;0;0;8;3;0
AnE0L1W1L.png;vy;2D;left;0;0;8;3;0
AE0S0R1R.png;vy;2D;right;0;0;8;3;0
AE1Z1R1R.png;vy;2D;right;0;0;8;3;0
AnE0L1R1L.png;vy;2D;left;0;0;8;3;0
AnE1L0W1L.png;vy;2D;left;0;0;8;3;0
AnE1L0R0L.png;vy;2D;left;0;0;8;3;0
AnE0R0R1L.png;vy;2D;right;0;0;8;3;0
AE1S0W0L.png;vy;2D;left;0;0;8;3;0
AnE0L1R0L.png;vy;2D;left;0;0;8;3;0
AnE1R1R0R.png;vy;2D;left;0;0;8;3;0
AE0Z1W0L.png;vy;2D;left;0;0;8;3;1
