cisloobrazku,obrazek,kategorie,subkategorie1,subkategorie2,voda,corrans,pauza,Blok,blokkonec
295,S_Nature_ostrov2.jpg,scenes,nature,hory-voda,1,0,1,66,0
22,F_EMWmale19-2neutral.jpg,faces,young,male,0,0,0,66,0
121,O_candleholder01.jpg,objects,jine,x,0,0,0,66,0
1,F_EMWfemale18-2neutral.jpg,faces,young,female,0,0,0,66,0
303,S_Nature_pobrezi6.jpg,scenes,nature,hory-voda,1,0,0,66,1
76,F_TSFWmale68neutral.jpg,faces,old,male,0,0,1,67,0
304,S_Nature_pobrezi7.jpg,scenes,nature,hory-voda,1,0,0,67,0
178,O_sewingmachine01a.jpg,objects,elektronika,x,0,0,0,67,0
203,Ofv_banana.jpg,fruit_vegetables,fruit,x,0,1,0,67,0
123,O_carkeys.jpg,objects,jine,x,0,0,0,67,1
70,F_TSFWmale61neutral.jpg,faces,old,male,0,0,1,68,0
181,O_stapleremover.jpg,objects,nastroj,x,0,0,0,68,0
117,O_bucket01a.jpg,objects,nastroj,x,0,0,0,68,0
199,O_workingglove02c.jpg,objects,obleceni,x,0,0,0,68,0
317,S_Nature_skala2.jpg,scenes,nature,hory,0,0,0,68,1
99,F_WWmale23-5neutral.jpg,faces,young,male,0,0,1,69,0
2,F_EMWfemale18neutral.jpg,faces,young,female,0,0,0,69,0
76,F_TSFWmale68neutral.jpg,faces,old,male,0,0,0,69,0
44,F_TSFWfemale62neutral.jpg,faces,old,female,0,0,0,69,0
226,S_Artificial_akvadukt2.jpg,scenes,artificial,funkcni stavba,0,0,0,69,1
210,Ofv_grapes01.jpg,fruit_vegetables,fruit,x,0,1,1,70,0
175,O_scissors01.jpg,objects,nastroj,x,0,0,0,70,0
14,F_EMWfemale24neutral.jpg,faces,young,female,0,0,0,70,0
64,F_TSFWfemale70neutral.jpg,faces,old,female,0,0,0,70,0
80,F_TSFWmale72neutral.jpg,faces,old,male,0,0,0,70,1
165,O_paintroller01.jpg,objects,nastroj,x,0,0,1,71,0
122,O_cap01a.jpg,objects,obleceni,x,0,0,0,71,0
47,F_TSFWfemale63neutral.jpg,faces,old,female,0,0,0,71,0
247,S_Artificial_kostel.jpg,scenes,artificial,chram,0,0,0,71,0
121,O_candleholder01.jpg,objects,jine,x,0,0,0,71,1
161,O_medal02b.jpg,objects,jine,x,0,0,1,72,0
190,O_toycar04.jpg,objects,herni,x,0,0,0,72,0
271,S_Artificial_zamek-schody.jpg,scenes,artificial,kulturni pamatka,0,0,0,72,0
180,O_spraybottle01.jpg,objects,kuchyn,x,0,0,0,72,0
318,S_Nature_skala3.jpg,scenes,nature,hory,0,0,0,72,1
306,S_Nature_reka.jpg,scenes,nature,vodni plocha,1,0,1,73,0
204,Ofv_blackberry.jpg,fruit_vegetables,fruit,x,0,1,0,73,0
26,F_EMWmale20neutral.jpg,faces,young,male,0,0,0,73,0
272,S_Artificial_zamek-zahrada.jpg,scenes,artificial,kulturni pamatka,0,0,0,73,0
96,F_WWmale20-1neutral.jpg,faces,young,male,0,0,0,73,1
5,F_EMWfemale20neutral.jpg,faces,young,female,0,0,1,74,0
273,S_Artificial_zamek-zahrada2.jpg,scenes,artificial,kulturni pamatka,0,0,0,74,0
59,F_TSFWfemale68neutral.jpg,faces,old,female,0,0,0,74,0
166,O_pingpongracket.jpg,objects,herni,x,0,0,0,74,0
101,O_alarmclock.jpg,objects,elektronika,x,0,0,0,74,1
188,O_thimble.jpg,objects,nastroj,x,0,0,1,75,0
72,F_TSFWmale66-2neutral.jpg,faces,old,male,0,0,0,75,0
218,Ofv_pear01.jpg,fruit_vegetables,fruit,x,0,1,0,75,0
184,O_tambourine.jpg,objects,herni,x,0,0,0,75,0
298,S_Nature_pobrezi.jpg,scenes,nature,hory-voda,1,0,0,75,1
181,O_stapleremover.jpg,objects,nastroj,x,0,0,1,76,0
116,O_brush05b.jpg,objects,nastroj,x,0,0,0,76,0
161,O_medal02b.jpg,objects,jine,x,0,0,0,76,0
190,O_toycar04.jpg,objects,herni,x,0,0,0,76,0
63,F_TSFWfemale69neutral.jpg,faces,old,female,0,0,0,76,1
205,Ofv_broccoli01a.jpg,fruit_vegetables,vegetable,x,0,1,1,77,0
182,O_strainer01b.jpg,objects,kuchyn,x,0,0,0,77,0
235,S_Artificial_domek3.jpg,scenes,artificial,budova,1,0,0,77,0
209,Ofv_garlic01a.jpg,fruit_vegetables,vegetable,x,0,1,0,77,0
24,F_EMWmale19neutral.jpg,faces,young,male,0,0,0,77,1
141,O_globe.jpg,objects,jine,x,0,0,1,78,0
248,S_Artificial_kostel5X.jpg,scenes,artificial,chram,0,0,0,78,0
298,S_Nature_pobrezi.jpg,scenes,nature,hory-voda,1,0,0,78,0
255,S_Artificial_majak3.jpg,scenes,artificial,funkcni stavba,1,0,0,78,0
202,Ofv_avocado.jpg,fruit_vegetables,fruit,x,0,1,0,78,1
93,F_WWfemale22-3neutral.jpg,faces,young,female,0,0,1,79,0
109,O_binoculars01b.jpg,objects,jine,x,0,0,0,79,0
106,O_belt02a.jpg,objects,obleceni,x,0,0,0,79,0
40,F_TSFWfemale50-2neutral.jpg,faces,old,female,0,0,0,79,0
145,O_handfan01b.jpg,objects,jine,x,0,0,0,79,1
208,Ofv_eggplant.jpg,fruit_vegetables,vegetable,x,0,1,1,80,0
177,O_screwdriver04b.jpg,objects,nastroj,x,0,0,0,80,0
67,F_TSFWmale23neutral.jpg,faces,young,male,0,0,0,80,0
197,O_watch02a.jpg,objects,elektronika,x,0,0,0,80,0
51,F_TSFWfemale65-7neutral.jpg,faces,old,female,0,0,0,80,1
144,O_hairdryer02a.jpg,objects,elektronika,x,0,0,1,81,0
103,O_bag.jpg,objects,denni,x,0,0,0,81,0
258,S_Artificial_orient4.jpg,scenes,artificial,chram,1,0,0,81,0
111,O_book01b.jpg,objects,jine,x,0,0,0,81,0
201,Ofv_apple07.jpg,fruit_vegetables,fruit,x,0,1,0,81,1
84,F_TSFWmale75neutral.jpg,faces,old,male,0,0,1,82,0
287,S_Nature_jezeroXXXX.jpg,scenes,nature,hory,0,0,0,82,0
73,F_TSFWmale67-2neutral.jpg,faces,old,male,0,0,0,82,0
146,O_hanger02a.jpg,objects,x,x,0,0,0,82,0
43,F_TSFWfemale54neutral.jpg,faces,old,female,0,0,0,82,1
229,S_Artificial_budova5.jpg,scenes,artificial,budova,0,0,1,83,0
323,S_Nature_skala9.jpg,scenes,nature,hory,0,0,0,83,0
253,S_Artificial_kupolaX.jpg,scenes,artificial,funkcni stavba,0,0,0,83,0
61,F_TSFWfemale69-3neutral.jpg,faces,old,female,0,0,0,83,0
75,F_TSFWmale68-2neutral.jpg,faces,old,male,0,0,0,83,1
214,Ofv_lemon02.jpg,fruit_vegetables,fruit,x,0,1,1,84,0
71,F_TSFWmale63neutral.jpg,faces,old,male,0,0,0,84,0
325,S_Nature_sopka2.jpg,scenes,nature,hory,1,0,0,84,0
232,S_Artificial_budova-reka.jpg,scenes,artificial,budova,1,0,0,84,0
250,S_Artificial_kostel-jezero.jpg,scenes,artificial,chram,1,0,0,84,1
20,F_EMWfemale34-2neutral.jpg,faces,young,female,0,0,1,85,0
259,S_Artificial_orient4X.jpg,scenes,artificial,chram,0,0,0,85,0
303,S_Nature_pobrezi6.jpg,scenes,nature,hory-voda,1,0,0,85,0
224,Ofv_strawberry.jpg,fruit_vegetables,fruit,x,0,1,0,85,0
305,S_Nature_pobrezi8.jpg,scenes,nature,hory-voda,1,0,0,85,1
115,O_boxcutter03a.jpg,objects,nastroj,x,0,0,1,86,0
155,O_lightbulb01.jpg,objects,elektronika,x,0,0,0,86,0
220,Ofv_pickle.jpg,fruit_vegetables,vegetable,x,0,1,0,86,0
55,F_TSFWfemale67-4neutral.jpg,faces,old,female,0,0,0,86,0
163,O_nailclipper03b.jpg,objects,nastroj,x,0,0,0,86,1
200,O_yarn.jpg,objects,x,x,0,0,1,87,0
60,F_TSFWfemale69-2neutral.jpg,faces,old,female,0,0,0,87,0
297,S_Nature_plato2.jpg,scenes,nature,hory,0,0,0,87,0
210,Ofv_grapes01.jpg,fruit_vegetables,fruit,x,0,1,0,87,0
294,S_Nature_ostrov.jpg.jpg,scenes,nature,hory-voda,1,0,0,87,1
206,Ofv_cabbage.jpg,fruit_vegetables,vegetable,x,0,1,1,88,0
241,S_Artificial_hrad6.jpg,scenes,artificial,kulturni pamatka,1,0,0,88,0
177,O_screwdriver04b.jpg,objects,nastroj,x,0,0,0,88,0
236,S_Artificial_domek4X.jpg,scenes,artificial,budova,0,0,0,88,0
266,S_Artificial_zamek-jezero3.jpg,scenes,artificial,kulturni pamatka,1,0,0,88,1
152,O_ladle02a.jpg,objects,kuchyn,x,0,0,1,89,0
169,O_potatomasher03b.jpg,objects,kuchyn,x,0,0,0,89,0
267,S_Artificial_zamek-jezero4.jpg,scenes,artificial,kulturni pamatka,1,0,0,89,0
52,F_TSFWfemale65neutral.jpg,faces,old,female,0,0,0,89,0
60,F_TSFWfemale69-2neutral.jpg,faces,old,female,0,0,0,89,1
206,Ofv_cabbage.jpg,fruit_vegetables,vegetable,x,0,1,1,90,0
313,S_Nature_skala11.jpg,scenes,nature,hory,0,0,0,90,0
167,O_plasticbasket01a.jpg,objects,kuchyn,x,0,0,0,90,0
186,O_teapot.jpg,objects,kuchyn,x,0,0,0,90,0
316,S_Nature_skala14.jpg,scenes,nature,hory,0,0,0,90,1
312,S_Nature_skala10.jpg,scenes,nature,hory,0,0,1,91,0
118,O_calculator01.jpg,objects,elektronika,x,0,0,0,91,0
310,S_Nature_sadyXXXX.jpg,scenes,nature,poust-pole,0,0,0,91,0
95,F_WWmale19neutral.jpg,faces,young,male,0,0,0,91,0
135,O_filmroll.jpg,objects,jine,x,0,0,0,91,1
323,S_Nature_skala9.jpg,scenes,nature,hory,0,0,1,92,0
144,O_hairdryer02a.jpg,objects,elektronika,x,0,0,0,92,0
254,S_Artificial_majak2.jpg,scenes,artificial,funkcni stavba,0,0,0,92,0
264,S_Artificial_zamek-jezero.jpg,scenes,artificial,kulturni pamatka,1,0,0,92,0
244,S_Artificial_komin1.jpg,scenes,artificial,funkcni stavba,0,0,0,92,1
6,F_EMWfemale21-2neutral.jpg,faces,young,female,0,0,1,93,0
47,F_TSFWfemale63neutral.jpg,faces,old,female,0,0,0,93,0
198,O_winebottle01.jpg,objects,kuchyn,x,0,0,0,93,0
173,O_safetypin.jpg,objects,nastroj,x,0,0,0,93,0
208,Ofv_eggplant.jpg,fruit_vegetables,vegetable,x,0,1,0,93,1
45,F_TSFWfemale63-2neutral.jpg,faces,old,female,0,0,1,94,0
324,S_Nature_sopka.jpg,scenes,nature,hory,0,0,0,94,0
134,O_fan.jpg,objects,elektronika,x,0,0,0,94,0
290,S_Nature_kanon3.jpg,scenes,nature,hory-voda,1,0,0,94,0
90,F_Wmale_65neutral.jpg,faces,old,male,0,0,0,94,1
9,F_EMWfemale22-2neutral.jpg,faces,young,female,0,0,1,95,0
313,S_Nature_skala11.jpg,scenes,nature,hory,0,0,0,95,0
80,F_TSFWmale72neutral.jpg,faces,old,male,0,0,0,95,0
78,F_TSFWmale71-4neutral.jpg,faces,old,male,0,0,0,95,0
222,Ofv_potato02b.jpg,fruit_vegetables,vegetable,x,0,1,0,95,1
18,F_EMWfemale28neutral.jpg,faces,young,female,0,0,1,96,0
14,F_EMWfemale24neutral.jpg,faces,young,female,0,0,0,96,0
219,Ofv_pepper04a.jpg,fruit_vegetables,vegetable,x,0,1,0,96,0
247,S_Artificial_kostel.jpg,scenes,artificial,chram,0,0,0,96,0
93,F_WWfemale22-3neutral.jpg,faces,young,female,0,0,0,96,1
280,S_Nature_jezero2.jpg,scenes,nature,hory-voda,1,0,1,97,0
243,S_Artificial_koloseum.jpg,scenes,artificial,kulturni pamatka,0,0,0,97,0
38,F_JWmale66neutral.jpg,faces,old,male,0,0,0,97,0
135,O_filmroll.jpg,objects,jine,x,0,0,0,97,0
176,O_screw02.jpg,objects,nastroj,x,0,0,0,97,1
52,F_TSFWfemale65neutral.jpg,faces,old,female,0,0,1,98,0
18,F_EMWfemale28neutral.jpg,faces,young,female,0,0,0,98,0
147,O_headphones02b.jpg,objects,elektronika,x,0,0,0,98,0
176,O_screw02.jpg,objects,nastroj,x,0,0,0,98,0
232,S_Artificial_budova-reka.jpg,scenes,artificial,budova,1,0,0,98,1
170,O_pylon.jpg,objects,x,x,0,0,1,99,0
191,O_tweezers02a.jpg,objects,nastroj,x,0,0,0,99,0
35,F_EMWmale32neutral.jpg,faces,young,male,0,0,0,99,0
119,O_camera01a.jpg,objects,elektronika,x,0,0,0,99,0
207,Ofv_coconut.jpg,fruit_vegetables,fruit,x,0,1,0,99,1
200,O_yarn.jpg,objects,x,x,0,0,1,100,0
171,O_razor01.jpg,objects,nastroj,x,0,0,0,100,0
279,S_Nature_jezero.jpg,scenes,nature,hory-voda,1,0,0,100,0
12,F_EMWfemale22neutral.jpg,faces,young,female,0,0,0,100,0
292,S_Nature_kanon5.jpg,scenes,nature,hory,0,0,0,100,1
72,F_TSFWmale66-2neutral.jpg,faces,old,male,0,0,1,101,0
28,F_EMWmale21neutral.jpg,faces,young,male,0,0,0,101,0
312,S_Nature_skala10.jpg,scenes,nature,hory,0,0,0,101,0
275,S_Artificial_zamek-zahrada5X.jpg,scenes,artificial,kulturni pamatka,0,0,0,101,0
203,Ofv_banana.jpg,fruit_vegetables,fruit,x,0,1,0,101,1
111,O_book01b.jpg,objects,jine,x,0,0,1,102,0
184,O_tambourine.jpg,objects,herni,x,0,0,0,102,0
9,F_EMWfemale22-2neutral.jpg,faces,young,female,0,0,0,102,0
107,O_bikehelmet.jpg,objects,obleceni,x,0,0,0,102,0
13,F_EMWfemale24-2neutral.jpg,faces,young,female,0,0,0,102,1
19,F_EMWfemale30neutral.jpg,faces,young,female,0,0,1,103,0
294,S_Nature_ostrov.jpg.jpg,scenes,nature,hory-voda,1,0,0,103,0
167,O_plasticbasket01a.jpg,objects,kuchyn,x,0,0,0,103,0
193,O_violin.jpg,objects,herni,x,0,0,0,103,0
174,O_scale01a.jpg,objects,elektronika,x,0,0,0,103,1
263,S_Artificial_zamek8.jpg,scenes,artificial,kulturni pamatka,1,0,1,104,0
285,S_Nature_jezero8.jpg,scenes,nature,hory-voda,1,0,0,104,0
22,F_EMWmale19-2neutral.jpg,faces,young,male,0,0,0,104,0
88,F_TSFWmale79-3neutral.jpg,faces,old,male,0,0,0,104,0
179,O_shovel02a.jpg,objects,nastroj,x,0,0,0,104,1
191,O_tweezers02a.jpg,objects,nastroj,x,0,0,1,105,0
66,F_TSFWmale22neutral.jpg,faces,young,male,0,0,0,105,0
307,S_Nature_reka2.jpg,scenes,nature,hory-voda,1,0,0,105,0
131,O_drill01b.jpg,objects,nastroj,x,0,0,0,105,0
304,S_Nature_pobrezi7.jpg,scenes,nature,hory-voda,1,0,0,105,1
45,F_TSFWfemale63-2neutral.jpg,faces,old,female,0,0,1,106,0
324,S_Nature_sopka.jpg,scenes,nature,hory,0,0,0,106,0
299,S_Nature_pobrezi2.jpg,scenes,nature,hory-voda,1,0,0,106,0
297,S_Nature_plato2.jpg,scenes,nature,hory,0,0,0,106,0
66,F_TSFWmale22neutral.jpg,faces,young,male,0,0,0,106,1
214,Ofv_lemon02.jpg,fruit_vegetables,fruit,x,0,1,1,107,0
23,F_EMWmale19-3neutral.jpg,faces,young,male,0,0,0,107,0
82,F_TSFWmale75-2neutral.jpg,faces,old,male,0,0,0,107,0
239,S_Artificial_elektrarna2.jpg,scenes,artificial,funkcni stavba,1,0,0,107,0
199,O_workingglove02c.jpg,objects,obleceni,x,0,0,0,107,1
223,Ofv_radish01.jpg,fruit_vegetables,vegetable,x,0,1,1,108,0
267,S_Artificial_zamek-jezero4.jpg,scenes,artificial,kulturni pamatka,1,0,0,108,0
253,S_Artificial_kupolaX.jpg,scenes,artificial,funkcni stavba,0,0,0,108,0
124,O_CD.jpg,objects,jine,x,0,0,0,108,0
257,S_Artificial_most2.jpg,scenes,artificial,funkcni stavba,1,0,0,108,1
84,F_TSFWmale75neutral.jpg,faces,old,male,0,0,1,109,0
223,Ofv_radish01.jpg,fruit_vegetables,vegetable,x,0,1,0,109,0
183,O_sunglasses04.jpg,objects,jine,x,0,0,0,109,0
269,S_Artificial_zamek-jezero6X.jpg,scenes,artificial,kulturni pamatka,1,0,0,109,0
171,O_razor01.jpg,objects,nastroj,x,0,0,0,109,1
151,O_knife01.jpg,objects,kuchyn,x,0,0,1,110,0
83,F_TSFWmale75-3neutral.jpg,faces,old,male,0,0,0,110,0
132,O_drum.jpg,objects,herni,x,0,0,0,110,0
13,F_EMWfemale24-2neutral.jpg,faces,young,female,0,0,0,110,0
311,S_Nature_skala.jpg,scenes,nature,hory,0,0,0,110,1
142,O_grater01a.jpg,objects,kuchyn,x,0,0,1,111,0
98,F_WWmale22-4neutral.jpg,faces,young,male,0,0,0,111,0
150,O_iron01b.jpg,objects,elektronika,x,0,0,0,111,0
59,F_TSFWfemale68neutral.jpg,faces,old,female,0,0,0,111,0
129,O_cooler.jpg,objects,kuchyn,x,0,0,0,111,1
38,F_JWmale66neutral.jpg,faces,old,male,0,0,1,112,0
42,F_TSFWfemale52-2neutral.jpg,faces,old,female,0,0,0,112,0
237,S_Artificial_domek8.jpg,scenes,artificial,budova,0,0,0,112,0
42,F_TSFWfemale52-2neutral.jpg,faces,old,female,0,0,0,112,0
244,S_Artificial_komin1.jpg,scenes,artificial,funkcni stavba,0,0,0,112,1
25,F_EMWmale20-2neutral.jpg,faces,young,male,0,0,1,113,0
83,F_TSFWmale75-3neutral.jpg,faces,old,male,0,0,0,113,0
219,Ofv_pepper04a.jpg,fruit_vegetables,vegetable,x,0,1,0,113,0
217,Ofv_orange.jpg,fruit_vegetables,fruit,x,0,1,0,113,0
70,F_TSFWmale61neutral.jpg,faces,old,male,0,0,0,113,1
197,O_watch02a.jpg,objects,elektronika,x,0,0,1,114,0
23,F_EMWmale19-3neutral.jpg,faces,young,male,0,0,0,114,0
192,O_usbkey.jpg,objects,elektronika,x,0,0,0,114,0
165,O_paintroller01.jpg,objects,nastroj,x,0,0,0,114,0
67,F_TSFWmale23neutral.jpg,faces,young,male,0,0,0,114,1
29,F_EMWmale22-3neutral.jpg,faces,young,male,0,0,1,115,0
316,S_Nature_skala14.jpg,scenes,nature,hory,0,0,0,115,0
225,Ofv_watermelon.jpg,fruit_vegetables,fruit,x,0,1,0,115,0
306,S_Nature_reka.jpg,scenes,nature,vodni plocha,1,0,0,115,0
1,F_EMWfemale18-2neutral.jpg,faces,young,female,0,0,0,115,1
101,O_alarmclock.jpg,objects,elektronika,x,0,0,1,116,0
311,S_Nature_skala.jpg,scenes,nature,hory,0,0,0,116,0
27,F_EMWmale21-3neutral.jpg,faces,young,male,0,0,0,116,0
321,S_Nature_skala6.jpg,scenes,nature,hory,0,0,0,116,0
16,F_EMWfemale27-4neutral.jpg,faces,young,female,0,0,0,116,1
205,Ofv_broccoli01a.jpg,fruit_vegetables,vegetable,x,0,1,1,117,0
211,Ofv_greenbeans01.jpg,fruit_vegetables,vegetable,x,0,1,0,117,0
179,O_shovel02a.jpg,objects,nastroj,x,0,0,0,117,0
57,F_TSFWfemale68-2neutral.jpg,faces,old,female,0,0,0,117,0
151,O_knife01.jpg,objects,kuchyn,x,0,0,0,117,1
25,F_EMWmale20-2neutral.jpg,faces,young,male,0,0,1,118,0
27,F_EMWmale21-3neutral.jpg,faces,young,male,0,0,0,118,0
196,O_wateringcan.jpg,objects,nastroj,x,0,0,0,118,0
288,S_Nature_kanon.jpg,scenes,nature,hory-voda,1,0,0,118,0
243,S_Artificial_koloseum.jpg,scenes,artificial,kulturni pamatka,0,0,0,118,1
275,S_Artificial_zamek-zahrada5X.jpg,scenes,artificial,kulturni pamatka,0,0,1,119,0
129,O_cooler.jpg,objects,kuchyn,x,0,0,0,119,0
73,F_TSFWmale67-2neutral.jpg,faces,old,male,0,0,0,119,0
274,S_Artificial_zamek-zahrada4X.jpg,scenes,artificial,kulturni pamatka,0,0,0,119,0
37,F_EMWmale52neutral.jpg,faces,old,male,0,0,0,119,1
212,Ofv_cherries.jpg,fruit_vegetables,fruit,x,0,1,1,120,0
212,Ofv_cherries.jpg,fruit_vegetables,fruit,x,0,1,0,120,0
131,O_drill01b.jpg,objects,nastroj,x,0,0,0,120,0
262,S_Artificial_panelaky.jpg,scenes,artificial,budova,0,0,0,120,0
19,F_EMWfemale30neutral.jpg,faces,young,female,0,0,0,120,1
285,S_Nature_jezero8.jpg,scenes,nature,hory-voda,1,0,1,121,0
114,O_bowl01.jpg,objects,kuchyn,x,0,0,0,121,0
120,O_candle08b.jpg,objects,jine,x,0,0,0,121,0
252,S_Artificial_kupola2.jpg,scenes,artificial,chram,0,0,0,121,0
239,S_Artificial_elektrarna2.jpg,scenes,artificial,funkcni stavba,1,0,0,121,1
82,F_TSFWmale75-2neutral.jpg,faces,old,male,0,0,1,122,0
290,S_Nature_kanon3.jpg,scenes,nature,hory-voda,1,0,0,122,0
12,F_EMWfemale22neutral.jpg,faces,young,female,0,0,0,122,0
26,F_EMWmale20neutral.jpg,faces,young,male,0,0,0,122,0
246,S_Artificial_kominy4.jpg,scenes,artificial,funkcni stavba,1,0,0,122,1
302,S_Nature_pobrezi5.jpg,scenes,nature,hory-voda,1,0,1,123,0
246,S_Artificial_kominy4.jpg,scenes,artificial,funkcni stavba,1,0,0,123,0
268,S_Artificial_zamek-jezero5X.jpg,scenes,artificial,kulturni pamatka,1,0,0,123,0
134,O_fan.jpg,objects,elektronika,x,0,0,0,123,0
104,O_battery02b.jpg,objects,elektronika,x,0,0,0,123,1
213,Ofv_leek.jpg,fruit_vegetables,vegetable,x,0,1,1,124,0
30,F_EMWmale22neutral.jpg,faces,young,male,0,0,0,124,0
138,O_fork03c.jpg,objects,kuchyn,x,0,0,0,124,0
314,S_Nature_skala12.jpg,scenes,nature,hory,0,0,0,124,0
182,O_strainer01b.jpg,objects,kuchyn,x,0,0,0,124,1
148,O_highheelshoe01.jpg,objects,obleceni,x,0,0,1,125,0
71,F_TSFWmale63neutral.jpg,faces,old,male,0,0,0,125,0
122,O_cap01a.jpg,objects,obleceni,x,0,0,0,125,0
302,S_Nature_pobrezi5.jpg,scenes,nature,hory-voda,1,0,0,125,0
136,O_flashlight02b.jpg,objects,elektronika,x,0,0,0,125,1
136,O_flashlight02b.jpg,objects,elektronika,x,0,0,1,126,0
105,O_beermug01a.jpg,objects,kuchyn,x,0,0,0,126,0
107,O_bikehelmet.jpg,objects,obleceni,x,0,0,0,126,0
213,Ofv_leek.jpg,fruit_vegetables,vegetable,x,0,1,0,126,0
145,O_handfan01b.jpg,objects,jine,x,0,0,0,126,1
162,O_mixer01d.jpg,objects,elektronika,x,0,0,1,127,0
43,F_TSFWfemale54neutral.jpg,faces,old,female,0,0,0,127,0
291,S_Nature_kanon4.jpg,scenes,nature,hory-voda,1,0,0,127,0
127,O_compactpowder.jpg,objects,jine,x,0,0,0,127,0
127,O_compactpowder.jpg,objects,jine,x,0,0,0,127,1
288,S_Nature_kanon.jpg,scenes,nature,hory-voda,1,0,1,128,0
201,Ofv_apple07.jpg,fruit_vegetables,fruit,x,0,1,0,128,0
49,F_TSFWfemale64neutral.jpg,faces,old,female,0,0,0,128,0
6,F_EMWfemale21-2neutral.jpg,faces,young,female,0,0,0,128,0
252,S_Artificial_kupola2.jpg,scenes,artificial,chram,0,0,0,128,1
229,S_Artificial_budova5.jpg,scenes,artificial,budova,0,0,1,129,0
10,F_EMWfemale22-3neutral.jpg,faces,young,female,0,0,0,129,0
262,S_Artificial_panelaky.jpg,scenes,artificial,budova,0,0,0,129,0
272,S_Artificial_zamek-zahrada.jpg,scenes,artificial,kulturni pamatka,0,0,0,129,0
96,F_WWmale20-1neutral.jpg,faces,young,male,0,0,0,129,1
305,S_Nature_pobrezi8.jpg,scenes,nature,hory-voda,1,0,1,130,0
307,S_Nature_reka2.jpg,scenes,nature,hory-voda,1,0,0,130,0
222,Ofv_potato02b.jpg,fruit_vegetables,vegetable,x,0,1,0,130,0
221,Ofv_pineapple01a.jpg,fruit_vegetables,fruit,x,0,1,0,130,0
255,S_Artificial_majak3.jpg,scenes,artificial,funkcni stavba,1,0,0,130,1